"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"1408770","2","2","2"
"1408988","13","13","13"
"1409411","13","13","13"
"1409892","13","13","13"
"1409933","2","2","2"
"1410448","13","13","13"
"1411221","1","1","1"
"1411696","13","13","13"
"1412547","13","13","13"
"1412657","13","13","13"
"1413005","13","13","13"
"1414011","13","13","13"
"1414175","13","13","13"
"1414366","13","13","13"
"1414730","13","13","13"
"1414979","13","13","13"
"1415375","3","3","3"
"1415755","2","2","2"
"1417060","13","13","13"
"1417275","13","13","13"
"1417481","13","13","13"
"1419365","3","3","3"
"1419550","13","13","13"
"1419680","13","13","13"
"1419943","13","13","13"
"1419971","13","13","13"
"1420035","10","10","10"
"1420437","13","13","13"
"1420575","13","13","13"
"1420684","1","1","1"
"1420960","13","13","13"
"1421371","13","13","13"
"1421385","13","13","13"
"1421463","13","13","13"
"1421875","13","13","13"
"1421924","13","13","13"
"1421999","13","13","13"
"1422223","13","13","13"
"1422392","13","13","13"
"1422419","13","13","13"
"1422949","13","13","13"
"1423161","13","13","13"
"1423446","13","13","13"
"1423730","13","13","13"
"1423952","13","13","13"
"1424184","13","13","13"
"1424862","13","13","13"
"1425484","13","13","13"
"1425632","13","13","13"
"1426066","13","13","13"
"1426142","13","13","13"
"1426361","13","13","13"
"1426371","13","13","13"
"1426512","2","2","2"
"1426703","13","13","13"
"1426902","13","13","13"
"1427084","13","13","13"
"1427589","13","13","13"
"1427816","3","3","3"
"1428028","13","13","13"
"1428880","13","13","13"
"1428983","13","13","13"
"1429445","13","13","13"
"1429692","13","13","13"
"1429974","13","13","13"
"1431327","13","13","13"
"1433167","13","13","13"
"1433549","13","13","13"
"1434223","13","13","13"
"1434527","13","13","13"
"1434745","13","13","13"
"1435196","13","13","13"
"1435239","13","13","13"
"1435273","13","13","13"
"1435414","13","13","13"
"1435836","13","13","13"
"1436053","13","13","13"
"1436590","13","13","13"
"1437065","13","13","13"
"1437201","2","2","2"
"1438254","13","13","13"
"1438357","13","13","13"
"1438951","13","13","13"
"1438989","13","13","13"
"1439109","13","13","13"
"1439369","13","13","13"
"1439458","13","13","13"
"1439668","3","3","3"
"1440073","13","13","13"
"1440785","13","13","13"
"1440936","13","13","13"
"1440965","13","13","13"
"1441204","13","13","13"
"1441567","13","13","13"
"1441826","13","13","13"
"1441966","13","13","13"
"1442070","13","13","13"
"1442189","13","13","13"
"1442407","13","13","13"
"1442570","13","13","13"
"1443173","13","13","13"
"1443264","13","13","13"
"1443631","13","13","13"
"1443700","13","13","13"
"1444246","13","13","13"
"1444394","13","13","13"
"1444495","13","13","13"
"1444575","13","13","13"
"1444706","13","13","13"
"1444857","13","13","13"
"1444941","13","13","13"
"1445076","2","2","2"
"1445607","3","3","3"
"1445765","13","13","13"
"1446741","13","13","13"
"1447135","13","13","13"
"1447403","2","2","2"
"1447559","2","2","2"
"1448077","13","13","13"
"1448385","0","0","0"
"1449157","13","13","13"
"1449581","13","13","13"
"1450125","13","13","13"
"1450709","13","13","13"
"1450838","13","13","13"
"1450889","13","13","13"
"1450968","1","1","1"
"1451635","13","13","13"
"1452020","2","2","2"
"1452173","13","13","13"
"1452367","13","13","13"
"1452543","13","13","13"
"1452590","13","13","13"
"1452907","13","13","13"
"1453649","13","13","13"
"1453702","0","0","0"
"1453945","13","13","13"
"1453966","13","13","13"
"1454099","13","13","13"
"1454740","13","13","13"
"1455172","2","2","2"
"1455366","13","13","13"
"1455653","13","13","13"
"1455898","2","2","2"
"1456017","13","13","13"
"1456400","13","13","13"
"1456495","13","13","13"
"1456531","13","13","13"
"1456984","13","13","13"
"1457497","3","3","3"
"1457747","13","13","13"
"1457854","13","13","13"
"1458163","13","13","13"
"1458255","13","13","13"
"1459922","13","13","13"
"1460399","13","13","13"
"1460431","13","13","13"
"1460507","3","3","3"
"1460638","13","13","13"
"1461948","13","13","13"
"1462608","13","13","13"
"1463395","3","3","3"
"1463518","13","13","13"
"1463824","13","13","13"
"1464478","13","13","13"
"1464719","3","3","3"
"1465744","13","13","13"
"1465875","1","1","1"
"1466014","13","13","13"
"1466358","3","3","3"
"1466621","3","3","3"
"1466727","13","13","13"
"1467610","13","13","13"
"1467901","13","13","13"
"1468052","13","13","13"
"1468190","13","13","13"
"1469007","13","13","13"
"1469373","13","13","13"
"1469639","13","13","13"
"1469756","13","13","13"
"1470499","13","13","13"
"1470713","13","13","13"
"1470992","13","13","13"
"1471807","13","13","13"
"1471911","13","13","13"
"1472675","13","13","13"
"1472988","3","3","3"
"1474230","13","13","13"
"1475503","13","13","13"
"1476222","13","13","13"
"1476351","13","13","13"
"1476573","13","13","13"
"1476657","2","2","2"
"1478480","13","13","13"
"1478832","2","2","2"
"1479537","13","13","13"
"1479646","13","13","13"
"1479687","13","13","13"
"1480020","13","13","13"
"1480547","13","13","13"
"1480871","13","13","13"
"1481168","13","13","13"
"1481455","13","13","13"
"1481694","13","13","13"
"1482704","13","13","13"
"1483266","3","3","3"
"1483422","13","13","13"
"1484039","13","13","13"
"1484131","3","3","3"
"1484189","13","13","13"
"1484604","13","13","13"
"1484692","13","13","13"
"1485086","13","13","13"
"1485159","13","13","13"
"1485725","13","13","13"
"1485823","13","13","13"
"1485924","2","2","2"
"1486201","13","13","13"
"1486475","13","13","13"
"1486740","13","13","13"
"1486822","13","13","13"
"1487527","13","13","13"
"1487645","13","13","13"
"1488158","13","13","13"
"1488688","13","13","13"
"1488724","13","13","13"
"1488779","13","13","13"
"1488919","13","13","13"
"1489332","13","13","13"
"1489400","13","13","13"
"1490166","13","13","13"
"1490196","13","13","13"
"1491424","2","2","2"
"1492412","13","13","13"
"1492899","13","13","13"
"1492983","2","2","2"
"1493186","1","1","1"
"1493255","13","13","13"
"1493968","13","13","13"
"1494198","13","13","13"
"1494265","13","13","13"
"1494365","13","13","13"
"1494796","0","0","0"
"1494962","13","13","13"
"1495674","13","13","13"
"1495993","13","13","13"
"1496182","13","13","13"
"1496444","13","13","13"
"1496460","13","13","13"
"1496703","13","13","13"
"1497091","3","3","3"
"1497206","13","13","13"
"1498342","13","13","13"
"1498486","13","13","13"
"1498811","13","13","13"
"1498999","13","13","13"
"1499236","13","13","13"
"1499391","13","13","13"
"1499772","13","13","13"
"1499943","13","13","13"
"1500006","13","13","13"
"1500701","13","13","13"
"1500982","13","13","13"
"1501540","13","13","13"
"1502019","13","13","13"
"1503011","13","13","13"
"1504419","13","13","13"
"1504474","13","13","13"
"1506023","13","13","13"
"1506138","13","13","13"
"1506570","3","3","3"
"1506918","13","13","13"
"1507047","13","13","13"
"1508534","3","3","3"
"1508684","13","13","13"
"1509670","13","13","13"
"1509879","13","13","13"
"1509900","13","13","13"
"1510310","2","2","2"
"1510723","13","13","13"
"1511052","13","13","13"
"1511413","3","3","3"
"1511642","13","13","13"
"1513114","13","13","13"
"1514181","3","3","3"
"1514497","3","3","3"
"1514709","3","3","3"
"1514889","3","3","3"
"1515532","13","13","13"
"1515674","13","13","13"
"1515717","13","13","13"
"1515915","13","13","13"
"1516161","13","13","13"
"1516549","13","13","13"
"1516855","13","13","13"
"1517505","13","13","13"
"1517612","13","13","13"
"1518044","13","13","13"
"1518405","13","13","13"
"1518549","13","13","13"
"1519366","3","3","3"
"1519689","13","13","13"
"1519991","13","13","13"
"1520017","2","2","2"
"1520268","13","13","13"
"1520671","3","3","3"
"1520984","2","2","2"
"1521512","13","13","13"
"1521894","13","13","13"
"1522213","13","13","13"
"1522476","13","13","13"
"1522522","13","13","13"
"1522584","13","13","13"
"1522913","3","3","3"
"1523507","13","13","13"
"1523904","13","13","13"
"1524127","13","13","13"
"1524182","13","13","13"
"1524332","13","13","13"
"1524376","13","13","13"
"1524723","13","13","13"
"1525028","13","13","13"
"1525338","13","13","13"
"1525380","1","1","1"
"1525548","13","13","13"
"1525781","13","13","13"
"1526678","13","13","13"
"1527003","3","3","3"
"1527811","13","13","13"
"1528088","13","13","13"
"1528618","13","13","13"
"1529357","13","13","13"
"1529510","13","13","13"
"1529846","13","13","13"
"1529961","13","13","13"
"1530179","13","13","13"
"1530309","13","13","13"
"1530395","13","13","13"
"1531103","13","13","13"
"1531191","13","13","13"
"1531419","13","13","13"
"1531561","13","13","13"
"1531718","13","13","13"
"1531982","3","3","3"
"1532429","13","13","13"
"1532511","13","13","13"
"1532627","13","13","13"
"1532732","13","13","13"
"1532776","13","13","13"
"1532822","13","13","13"
"1533932","13","13","13"
"1534454","13","13","13"
"1534554","13","13","13"
"1534863","3","3","3"
"1535337","13","13","13"
"1536246","13","13","13"
"1536686","13","13","13"
"1537427","13","13","13"
"1537682","0","0","0"
"1537795","13","13","13"
"1538133","13","13","13"
"1538947","13","13","13"
"1540053","13","13","13"
"1540222","1","1","1"
"1540790","13","13","13"
"1540909","2","2","2"
"1541016","13","13","13"
"1541068","13","13","13"
"1541495","13","13","13"
"1541919","13","13","13"
"1542595","13","13","13"
"1542991","3","3","3"
"1543391","13","13","13"
"1543469","13","13","13"
"1543654","13","13","13"
"1543706","13","13","13"
"1543916","13","13","13"
"1544662","13","13","13"
"1545142","13","13","13"
"1545164","13","13","13"
"1545591","13","13","13"
"1545861","13","13","13"
"1546092","13","13","13"
"1546179","13","13","13"
"1546735","3","3","3"
"1546804","13","13","13"
"1547276","13","13","13"
"1547636","13","13","13"
"1548505","2","2","2"
"1549455","13","13","13"
"1549740","13","13","13"
"1550239","13","13","13"
"1550422","13","13","13"
"1550644","13","13","13"
"1551119","13","13","13"
"1551566","13","13","13"
"1552557","13","13","13"
"1552688","3","3","3"
"1553113","13","13","13"
"1554245","13","13","13"
"1554583","13","13","13"
"1554974","2","2","2"
"1555625","13","13","13"
"1555825","13","13","13"
"1555896","0","0","0"
"1556052","13","13","13"
"1556544","13","13","13"
"1556832","3","3","3"
"1557507","13","13","13"
"1557774","13","13","13"
"1558551","13","13","13"
"1558962","2","2","2"
"1559502","13","13","13"
"1560665","13","13","13"
"1560954","13","13","13"
"1561038","13","13","13"
"1562137","13","13","13"
"1562575","13","13","13"
"1562818","13","13","13"
"1563328","13","13","13"
"1563662","13","13","13"
"1564274","13","13","13"
"1564432","13","13","13"
"1564559","13","13","13"
"1564802","13","13","13"
"1565198","13","13","13"
"1565423","13","13","13"
"1566023","3","3","3"
"1566288","13","13","13"
"1566429","2","2","2"
"1566786","13","13","13"
"1567288","13","13","13"
"1567552","13","13","13"
"1568187","13","13","13"
"1568258","13","13","13"
"1568784","13","13","13"
"1568839","13","13","13"
"1568910","13","13","13"
"1569167","13","13","13"
"1569455","13","13","13"
"1569922","13","13","13"
"1570595","13","13","13"
"1570958","13","13","13"
"1571491","13","13","13"
"1571714","2","2","2"
"1572331","13","13","13"
"1572729","3","3","3"
"1575413","2","2","2"
"1575758","13","13","13"
"1576330","3","3","3"
"1576623","13","13","13"
"1576994","13","13","13"
"1577040","13","13","13"
"1577195","13","13","13"
"1578293","13","13","13"
"1579975","13","13","13"
"1580139","1","1","1"
"1582215","13","13","13"
"1582370","13","13","13"
"1582499","13","13","13"
"1583079","3","3","3"
"1583184","13","13","13"
"1583531","13","13","13"
"1584093","13","13","13"
"1584641","13","13","13"
"1585757","13","13","13"
"1586256","13","13","13"
"1586539","13","13","13"
"1586767","13","13","13"
"1587037","13","13","13"
"1587193","2","2","2"
"1587381","13","13","13"
"1587600","13","13","13"
"1588302","13","13","13"
"1588431","13","13","13"
"1588491","13","13","13"
"1589647","13","13","13"
"1590794","13","13","13"
"1591823","13","13","13"
"1592618","3","3","3"
"1593232","13","13","13"
"1593700","13","13","13"
"1593866","13","13","13"
"1594461","13","13","13"
"1594675","3","3","3"
"1595051","13","13","13"
"1595791","13","13","13"
"1596234","13","13","13"
"1596339","13","13","13"
"1596732","3","3","3"
"1597518","13","13","13"
"1598140","13","13","13"
"1598564","13","13","13"
"1598633","13","13","13"
"1599009","1","1","1"
"1599208","13","13","13"
"1599247","13","13","13"
"1599324","13","13","13"
"1601742","13","13","13"
"1601961","13","13","13"
"1601997","13","13","13"
"1602122","13","13","13"
"1602179","13","13","13"
"1602666","13","13","13"
"1602788","13","13","13"
"1603291","2","2","2"
"1603346","1","1","1"
"1603432","13","13","13"
"1603489","13","13","13"
"1603772","13","13","13"
"1604053","2","2","2"
"1604490","13","13","13"
"1605021","13","13","13"
"1605160","13","13","13"
"1605820","13","13","13"
"1606598","3","3","3"
"1606876","13","13","13"
"1607406","3","3","3"
"1607457","13","13","13"
"1607620","13","13","13"
"1607784","13","13","13"
"1609498","13","13","13"
"1609838","13","13","13"
"1610116","13","13","13"
"1610760","13","13","13"
"1611428","13","13","13"
"1611864","2","2","2"
"1612042","13","13","13"
"1612186","13","13","13"
"1613793","13","13","13"
"1614168","13","13","13"
"1614476","13","13","13"
"1614839","13","13","13"
"1616118","13","13","13"
"1616900","13","13","13"
"1618245","3","3","3"
"1618868","2","2","2"
"1619825","3","3","3"
"1620042","13","13","13"
"1620212","13","13","13"
"1621402","13","13","13"
"1622983","13","13","13"
"1623532","13","13","13"
"1623960","13","13","13"
"1624083","13","13","13"
"1624389","13","13","13"
"1624924","3","3","3"
"1624986","13","13","13"
"1625162","13","13","13"
"1625261","13","13","13"
"1626028","13","13","13"
"1626458","13","13","13"
"1626524","13","13","13"
"1626693","13","13","13"
"1627487","13","13","13"
"1628636","13","13","13"
"1628747","13","13","13"
"1628873","13","13","13"
"1629152","13","13","13"
"1629424","3","3","3"
"1631103","3","3","3"
"1631447","3","3","3"
"1631552","3","3","3"
"1632187","3","3","3"
"1633343","13","13","13"
"1633792","13","13","13"
"1633902","13","13","13"
"1634363","13","13","13"
"1634911","13","13","13"
"1635058","13","13","13"
"1635384","13","13","13"
"1635396","13","13","13"
"1635714","2","2","2"
"1636709","3","3","3"
"1637056","13","13","13"
"1637397","3","3","3"
"1637850","13","13","13"
"1638702","13","13","13"
"1638757","13","13","13"
"1639032","3","3","3"
"1639426","13","13","13"
"1639492","13","13","13"
"1639621","13","13","13"
"1639898","13","13","13"
"1640086","13","13","13"
"1640213","13","13","13"
"1640293","13","13","13"
"1641336","13","13","13"
"1641866","13","13","13"
"1642459","13","13","13"
"1642565","13","13","13"
"1643978","13","13","13"
"1644241","13","13","13"
"1645402","13","13","13"
"1645797","13","13","13"
"1646353","13","13","13"
"1646469","13","13","13"
"1646720","13","13","13"
"1647269","13","13","13"
"1647642","13","13","13"
"1648213","13","13","13"
"1649344","13","13","13"
"1649528","13","13","13"
"1650321","13","13","13"
"1650594","13","13","13"
"1650680","13","13","13"
"1650707","13","13","13"
"1650970","13","13","13"
"1651381","3","3","3"
"1651914","13","13","13"
"1652550","13","13","13"
"1653002","3","3","3"
"1653298","13","13","13"
"1653715","13","13","13"
"1654021","13","13","13"
"1654389","13","13","13"
"1654470","13","13","13"
"1654545","13","13","13"
"1654788","13","13","13"
"1655207","3","3","3"
"1655571","13","13","13"
"1655797","13","13","13"
"1655963","13","13","13"
"1656966","13","13","13"
"1657454","13","13","13"
"1657856","13","13","13"
"1658310","13","13","13"
"1659274","13","13","13"
"1660243","2","2","2"
"1660938","13","13","13"
"1661167","13","13","13"
"1661952","13","13","13"
"1662730","13","13","13"
"1662823","13","13","13"
"1662995","13","13","13"
"1663492","13","13","13"
"1663938","13","13","13"
"1664291","13","13","13"
"1664719","13","13","13"
"1664961","13","13","13"
"1665826","13","13","13"
"1665970","13","13","13"
"1666061","10","10","10"
"1666179","1","1","1"
"1666319","13","13","13"
"1666739","13","13","13"
"1667219","13","13","13"
"1667367","13","13","13"
"1667525","13","13","13"
"1667597","13","13","13"
"1667777","13","13","13"
"1668166","13","13","13"
"1668354","13","13","13"
"1668594","13","13","13"
"1668715","13","13","13"
"1668906","13","13","13"
"1669246","2","2","2"
"1669331","13","13","13"
"1669991","13","13","13"
"1670130","13","13","13"
"1670144","13","13","13"
"1670210","13","13","13"
"1671247","13","13","13"
"1671349","13","13","13"
"1671698","3","3","3"
"1671938","13","13","13"
"1672106","13","13","13"
"1672171","13","13","13"
